84.01277	-4.4771037
86.90636	10.121377
78.007744	9.679005
83.86511	-6.917051
79.24454	-8.3413925
90.93553	4.5852294
80.669	2.447888
83.897	4.844837
90.0447	7.1435614
81.74038	11.4339905
71.92247	7.384895
76.93769	6.94149
85.22464	0.9291303
77.52885	8.285434
72.12033	0.93908393
83.39375	3.2502444
67.5161	12.053488
83.11264	5.345872
76.99378	9.171822
80.47538	4.7613573
71.96958	-0.93256426
69.703	6.689267
75.05171	0.7823315
72.040276	9.697542
76.55212	5.7535133
90.621704	6.927281
78.975945	8.440763
67.20221	6.545323
77.25347	3.5698202
71.24965	-11.284521
67.55992	7.946538
85.04942	-4.617023
71.371414	8.746874
80.41686	-4.3667793
71.24423	0.73258007
80.92896	8.385182
88.3095	3.2269688
87.521095	8.864949
83.91815	9.632448
68.94788	12.347466
81.81325	3.4185061
84.32315	1.2331092
78.810684	6.2338114
86.55262	6.903665
81.80164	-4.4211917
75.59767	10.49263
76.41314	7.212356
81.320076	-8.044677
74.48632	4.5208263
82.29423	-3.3132417
78.03024	10.86202
78.88408	4.710673
78.27453	4.345961
91.384125	8.030998
87.174416	3.9537213
80.98922	-7.176499
79.30644	-4.6852264
86.89462	5.1394615
71.25187	-11.285917
72.29668	-2.1904685
84.656815	5.304118
84.583916	11.362985
73.46716	6.9087005
70.907936	9.4525795
82.526596	3.8156111
80.29829	-6.2454753
79.52186	-0.5121264
81.0623	11.768096
70.68173	6.494527
82.1801	1.0684993
82.82432	-6.802032
81.89163	0.76016855
88.97578	9.378575
74.4431	7.4457617
51.094334	-19.617758
71.96558	-0.44675717
81.03679	-8.615273
83.5096	-8.660086
78.66279	-0.1445844
68.20567	12.064443
76.62449	3.5612283
91.5475	7.379231
85.805565	-0.05653087
78.01309	-4.3552055
69.213905	4.7620254
80.69854	-0.36172733
83.02576	-1.1805586
89.28452	8.403619
86.76882	8.177509
82.80659	6.7134824
67.995094	9.253693
73.55252	1.9530115
81.973045	-6.554705
85.80957	3.8000846
74.62257	3.2036405
-45.84366	-33.715206
-46.81007	38.52814
-28.255001	37.36218
-40.47617	44.868412
-33.25812	38.50608
-28.357008	45.247818
-45.263443	-32.758015
-19.939543	39.924026
-29.657858	40.803402
-9.424382	26.08086
-42.125298	34.316574
-40.166576	44.363644
-44.559174	-29.423332
-37.945602	42.07845
-14.458818	29.256725
-42.032986	39.2929
-33.688053	40.577698
-29.618866	42.67364
-33.942543	38.431824
-11.657086	24.711693
-35.10033	42.075096
-40.423798	47.8931
-30.137285	36.948822
-40.323414	49.137463
-36.115593	29.770924
-37.801434	43.89227
-37.300354	26.900728
-9.613815	25.550701
-37.098675	38.832043
-19.89154	39.163322
-29.973026	38.738625
-19.875721	40.619415
-12.240731	27.92221
-45.470436	40.890697
-35.76296	31.201649
29.689924	24.111523
-44.932827	-32.021908
-33.916393	47.287537
-44.929962	41.704414
-31.293789	36.8852
-37.7898	47.298187
-31.636808	41.014328
-31.559649	43.233562
-29.117802	41.095512
-39.794884	39.004673
-11.327691	24.698832
-33.340202	47.66993
-37.149445	46.560055
-46.293945	39.757095
-39.58279	49.13487
-35.57281	49.538174
-39.43532	39.911026
-35.000298	42.04774
-41.94775	39.27052
-27.145088	43.317673
-46.762844	-33.919697
-35.314713	33.80569
-33.949947	36.562847
-9.445419	24.938223
-15.960898	30.18084
-40.271618	33.697796
-38.256054	27.639317
-29.927279	41.558094
