-3.6460059	-4.511487
-3.0773883	-5.3682885
-6.7674217	-7.4839954
-3.904241	-6.4428368
-5.5568004	-7.5547705
-5.379001	-9.550124
-5.9502506	-6.0095234
-3.5859995	-6.061458
-0.5633178	-10.522046
-3.8218026	-9.460153
13.5556755	-15.630274
-3.9891825	-9.110644
-0.58902854	-7.585759
-5.142742	-7.984077
-14.02128	0.17128104
11.690699	-6.499248
-5.1647053	-5.027299
-2.5547566	-6.9831715
-15.740937	-1.2159605
-5.5626802	-5.3792105
-5.8574977	-6.2856545
0.28987145	-9.616496
-3.7581441	-8.94011
13.931716	-13.691158
-4.570696	-7.4253516
-7.5262403	-5.84711
-5.35032	-6.9561133
-14.994134	0.7796397
-4.893894	-3.6742694
-2.8410125	-6.623989
-15.703684	-1.2290549
-2.1197982	-3.7907944
-7.2493277	-3.0423198
-5.503933	-6.9514976
-4.757956	-8.788116
0.44903302	-8.970463
-5.1659484	-9.0339775
-4.8699193	-6.8366613
-2.4846644	-10.152727
-7.9075603	-8.290625
